Ques Num,Question/Request,Response,Maturity,Additional Information,AUP Reference,ISO 27002:2013 Relevance,,SIG Tab
I.3.36,"Does the Software Security Group interface with the Incident Response group or function? If yes, are:",Yes,,,,12.6.1.k,Management of Technical vulnerabilities,Application Security
I.3.36.1,Vulnerabilities identified by the Incident Response group provided to the Software Security Group?,Yes,,,,12.6.1.k,Management of Technical vulnerabilities,Application Security
I.3.37,Are hosted production applications monitored for vulnerabilities?,Yes,,,,14.1,Security requirements of information systems,Application Security
I.3.38,Are third party code reviews performed prior to release into production?,No,,Reviews are performed in-house by the FactSet Security Assurance group (see I.3.35).  Static code analysis is performed on the FactSet Workstation on an annual basis. ,,,,Application Security
I.3.38.1,Vulnerability Management to ensure code has been properly analyzed?,N/A,,see I.3.38,I.10 QA_UAT Process,12.1.2.c,Change management,Application Security
I.3.39,Are applications analyzed on a regular basis to determine their vulnerability against recent attacks?,Yes,,FactSet's Security Assurance group performs security assessments on a regular basis.,I.10 QA_UAT Process,12.2.1,Controls against malware,Application Security
I.3.40,Are any vulnerabilities identified in production fed through the same mechanisms used to track and remediate results from Penetration Tests?,Yes,,Documented and tracked in our internal global incident mangaement system.,I.10 QA_UAT Process,12.2.1,Controls against malware,Application Security
I.3.41,"Are library modules used in the development of the application? If yes, are they:",Yes,,,,,,Application Security
I.3.41.1,Inventoried?,Yes,,,,,,Application Security
I.3.41.2,Identified as to which application the libraries or modules are used in?,Yes,,,,,,Application Security
I.3.41.3,Version reviewed at least every 6 months?,No,,,,,,Application Security
I.3.41.4,Open source?,Yes,,,,,,Application Security
I.3.42,"Is there a formal development methodology in operation? If yes, which groups does it include?:",Yes,,Agile programming methodology.,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.5.1,Control of Operational Software,Application Security
I.3.42.1,Development?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,,,Application Security
I.3.42.2,QA?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,,,Application Security
I.3.42.3,Security?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,,,Application Security
I.3.42.4,Operations?,No,,,,,,Application Security
I.3.42.5,Other?,N/A,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,,,Application Security
I.3.43,What is the frequency that applications are released to production?,Yes,,see below,"I.2 Secure Systems Development Lifecycle (SDLC) Policies, Standards and Procedures",12.5.1,Control of Operational Software,Application Security
I.3.43.1,Ad hoc?,Yes,,,,,,Application Security
I.3.43.2,Daily?,No,,,,,,Application Security
I.3.43.3,Weekly?,Yes,,"For core FactSet, datacenter-side software is updated weekly, and client-side code is released once every two months.  ",,,,Application Security
I.3.43.4,Biweekly?,No,,,,,,Application Security
I.3.43.5,Monthly?,Yes,,Some Analytical engine code,,,,Application Security
I.3.43.6,> 3 months?,No,,,,,,Application Security
I.3.43.7,> 6 months?,No,,,,,,Application Security
I.3.43.8,Other?,No,,,,,,Application Security
I.3.44,"Is source code security reviewed manually? If yes, what is the frequency:",Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.2.1 12.5.1,"Controls against malware,
Control of Operational Software",Application Security
I.3.44.1,Ad hoc?,Yes,,,,,,Application Security
I.3.45,Is an API available to clients?,Yes,,,H.3 Logical Access Authorization,,,Application Security
I.3.45.1,"Is there a formal security program established to include API security reviews? If yes, does this include:",Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.5.1,Control of Operational Software,Application Security
I.3.45.1.1,Security review of API design?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.5.1,Control of Operational Software,Application Security
I.3.45.1.2,Secure Source Code Scan?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.5.1,Control of Operational Software,Application Security
I.3.45.1.3,Is manual code security testing performed by qualified personnel with expertise in both development and code security?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,,,Application Security
I.3.45.1.4,API permission model review?,Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,12.5.1,Control of Operational Software,Application Security
I.3.45.2,"Are APIs tested for security weaknesses? If yes, does this include:",Yes,,,,12.6.1,Management of technical vulnerabilities,Application Security
I.3.45.2.1,Data scoping?,Yes,,,,,,Application Security
I.3.45.2.2,XSS?,Yes,,,,,,Application Security
I.3.45.2.3,SQL injection?,Yes,,,,,,Application Security
I.3.45.2.4,Session abuse?,Yes,,,,,,Application Security
I.3.45.2.5,Replay attack?,Yes,,,,,,Application Security
I.3.45.2.6,DoS?,Yes,,,,,,Application Security
I.3.45.2.7,Data Leakage,Yes,,,,,,Application Security
I.3.45.2.8,OWASP top 10 or CWE Top 25 security issues?,Yes,,,,,,Application Security
I.3.45.3,"Can a client manage access to the APIs? If yes, does it include:",Yes,,"FactSet centrally manages access to content, exchanges, applications, models, products, and functionality via FactSet-controlled entitlements.  ",I.16 Secure Systems Development Lifecycle (SDLC) Reviews,9.1.2 ,Access to networks and network services,Application Security
I.3.45.3.1,"Network: Network access control (e.g., firewall ACL)?",Yes,,,I.16 Secure Systems Development Lifecycle (SDLC) Reviews,9.1.2 ,Access to networks and network services,Application Security
I.3.45.3.2,Network: VPN?,No,,,,9.1.2 ,Access to networks and network services,Application Security
I.3.45.3.3,Application: Application access control/permissions?,Yes,,,I.1 Application Security Program Governance,9.4.1,Information access restriction,Application Security
I.3.45.3.4,Credential: username/password?,Yes,,,,9.4.2,Secure log-on procedures,Application Security
I.3.45.3.5,Credential: client side certificate?,No,,,,9.4.1,Information access restriction,Application Security
I.3.45.3.6,Credential: multi factor authentication?,Yes,,,,9.4.2,Secure log-on procedures,Application Security
I.3.45.4,"Is there a self-service kill switch available to clients to disable an API in the event of a security incident (e.g., DoS)?",No,,,,9.4.1,Information access restriction,Application Security
I.3.45.5,"Does the API have the ability to alert, block or lock based on rate limit?",Yes,,,,9.4.2,Secure log-on procedures,Application Security
I.3.45.6,Is Scoped Data encrypted in transit within the API for both request and response?,Yes,,,,1.1.1 13.1.2,Policy on The Use of Cryptographic Controls Security of network services,Application Security
I.3.45.7,Is there an option for the API request and response calls to be digitally signed?,No,,,,1.1.1 13.1.2,Policy on The Use of Cryptographic Controls Security of network services,Application Security
I.3.45.8,Is Runtime Application Self Protection (RASP) enabled?,Yes,,Certain applications,,,,Application Security
I.3.45.9,Is a Web Application Firewall (WAF) enabled?,Yes,,,,,,Application Security
I.3.45.10,A secure code review performed anytime prior to moving the code to production?,No,,Each major release is subject to a full secure code review.  Minor releases receive a security scan as part of the QA process.,,,,Application Security
I.4,Are mobile applications that access Scoped Systems and Data developed?,Yes,5,"FactSet offers native apps for iOS and Android devices.  By default no client data is accessible via FactSet's mobile application.  To permit this access, FactSet use on mobile devices requires configuration from the installed FactSet workstation.",,,,Application Security
I.4.1,"Are any actions performed by the application to Scoped Systems or Data? If yes, what are they:",Yes,,,,,,Application Security
I.4.1.1,Access?,Yes,,,,,,Application Security
I.4.1.2,Process?,Yes,,,,,,Application Security
I.4.1.3,Transmit?,Yes,,,,,,Application Security
I.4.1.4,Store locally?,No,,Data is stored in secure locations within FactSet's datacenters.,,,,Application Security
I.4.2,Is Dynamic code analysis performed (including fuzzing)?,Yes,,,,,,Application Security
I.4.3,Is there a standard mobile development framework?,Yes,,,,,,Application Security
I.4.4,Is threat modeling performed as part of the Mobile SDLC process?,Yes,,,,,,Application Security
I.4.5,Are anti-tamper or code obfuscation employed for mobile apps?,No,,,,,,Application Security
I.4.6,Is certificate or public pinning implemented?,Yes,,,,,,Application Security
I.4.7,"Do push notifications contain only ""public"" information?",No,,,,,,Application Security
I.4.8,Are biometrics used?,No,,,,,,Application Security
I.4.8.1,Is biometric data secure/protect to ensure only appropriate use?,No,,see I.4.8,,,,Application Security
I.4.9,Are risk-based authentication or fraud detection/prevention capability used?,No,,,,,,Application Security
J.1,"Is there an Incident Management Program that has been approved by management, communicated to constituents and an owner to maintain and review the program? If yes,",Yes,5,"FactSet's incident response plan contains the roles and responsibilities required to manage an incident through Preparation, Detection, Recovery, Containment and Post Incident phases.  FactSet will contact your firm if there is any breach of your firm's information, following thorough investigation and diagnosis per FactSet's Incident Response Plan, and also guided by client agreements and any law enforcement agencies, as appropriate. ",J.1 Information Security / Information Technology Incident Management - Policy and Procedures Content,16, Information security incident management,Incident Event & Communication Management
J.1.1,"Has the program been reviewed in the last 12 months? If yes, did the review include:",Yes,,,J.1 Information Security / Information Technology Incident Management - Policy and Procedures Content,16.1.1 ,Responsibilities and procedures,Incident Event & Communication Management
J.1.1.1,Approval by executive management?,Yes,,,,,,Incident Event & Communication Management
J.1.1.2,Privacy Incidents?,Yes,,,P.8 Privacy Incident Notification and Response Management,16.1,Management of information security incidents and improvements,Incident Event & Communication Management
J.1.2,"Is there a formal Incident Response Plan? If yes, does it include:",Yes,,,J. Incident Event and Communications Management,16.1.1.a.1,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.1,Reporting procedure for an information security event?,Yes,,,J.3 Incident Response Communication,16.1.1.a.2,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.2,Escalation procedure?,Yes,,,J.1 Information Security / Information Technology Incident Management - Policy and Procedures Content,16.1.1.a.6,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.3,An Incident / Event Response team with defined roles and response related qualifications available 24x7x365?,Yes,,,J.1 Information Security / Information Technology Incident Management - Policy and Procedures Content,16.1.5 ,Response to information security incidents,Incident Event & Communication Management
J.1.2.4,Procedures to collect and maintain a chain of custody for evidence during incident investigation?,Yes,,,J.7 Information Security / Information Technology Incident Management - Incident Documentation,16.1.7,Collection of Evidence,Incident Event & Communication Management
J.1.2.5,Feedback process to ensure those reporting information security events are notified of the results after the issue has been dealt with and closed?,Yes,,,J.3 Incident Response Communication,16.1.1.c.4,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.6,"Event reporting mechanism to support the reporting action, and to list all necessary actions in case of an information security event?",Yes,,,J.7 Information Security / Information Technology Incident Management - Incident Documentation,16.1.1.a.2,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.7,Actions to be taken in the event of an information security event?,Yes,,,J.1 Information Security / Information Technology Incident Management - Policy and Procedures Content,16.1.1.c.1,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.8,Formal disciplinary process for dealing with those who commit a security breach?,Yes,,,,16.1.1.c.3,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.9,"Process for assessing and executing client and third party notification requirements (legal, regulatory and contractual)?",Yes,,,J.3 Incident Response Communication,16.1.1.b.3,Responsibilities and procedures,Incident Event & Communication Management
J.1.2.10,"Postmortem to include root cause analysis and remediation plan, provided to leadership?",Yes,,,"J.6 Information Security / Information Technology Incident Management - Analysis
J.7 Information Security / Information Technology Incident Management - Incident Documentation",16.1.5 ,Response to information security incidents,Incident Event & Communication Management
J.1.3,"Is there an identification of incident process? If yes, does it include:",Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.1.a.5,Responsibilities and procedures,Incident Event & Communication Management
J.1.3.1,Unauthorized physical access?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.e,Reporting information security events,Incident Event & Communication Management
J.1.3.2,Information system failure or loss of service?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.g,Reporting information security events,Incident Event & Communication Management
J.1.3.3,"Malware activity (anti-virus, worms, Trojans)?",Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.h,Reporting information security events,Incident Event & Communication Management
J.1.3.4,Denial of service?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.f,Reporting information security events,Incident Event & Communication Management
J.1.3.5,Errors resulting from incomplete or inaccurate business data?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.b,Reporting information security events,Incident Event & Communication Management
J.1.3.6,Breach or loss of confidentiality?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.b,Reporting information security events,Incident Event & Communication Management
J.1.3.7,System exploit?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.f,Reporting information security events,Incident Event & Communication Management
J.1.3.8,Unauthorized logical access or use of system resources?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.h,Reporting information security events,Incident Event & Communication Management
J.1.3.9,Containment?,Yes,,,J.9 Information Security/Information Technology Incident Management – Containment,NA,,Incident Event & Communication Management
J.1.3.10,Remediation?,Yes,,,J.10 Information Security/Information Technology Incident Management – Eradication,16.1.5.f ,Response to information security incidents,Incident Event & Communication Management
J.1.3.11,Notification of stakeholders?,Yes,,,J.3 Incident Response Communication,16.1.1.a.6,Responsibilities and procedures,Incident Event & Communication Management
J.1.3.12,Tracking?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.1.a.2,Responsibilities and procedures,Incident Event & Communication Management
J.1.3.13,Repair?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.5.g,Response to information security incidents,Incident Event & Communication Management
J.1.3.14,Recovery?,Yes,,,J.11 Information Security/Information Technology Incident Management – Recovery,16.1.1.a.6,Responsibilities and procedures,Incident Event & Communication Management
J.1.3.15,Feedback and lessons learned?,Yes,,,J.12 Information Security/Information Technology Incident Management – Post Incident,16.1.6 ,Learning from information security incidents,Incident Event & Communication Management
J.1.3.16,"Unique, specific, applicable data breach notification requirements, including timing of notification (HIPAA/HITECH, state breach laws, client contracts)?",Yes,,"FactSet will contact your firm if there is any breach of your firm's information, following thorough investigation and diagnosis per FactSet's Incident Response Plan, and also guided by client agreements and any law enforcement agencies, as appropriate. 
FactSet does not accept PII or Protected Health Information / HIPAA from clients by default.  FactSet works with clients to upload only the essential data required to work with FactSet.  ",,16.1.1.a.6,Responsibilities and procedures,Incident Event & Communication Management
J.1.3.17,Annual testing of the procedures?,Yes,,"FactSet's security team has invoked portions of the incident response plan to address routine security events, and public exploits of vulnerabilities (i.e.: WannaCry expedited patching regiment).  
",,16.1.6 ,Learning from information security incidents,Incident Event & Communication Management
J.1.4,Are the following considered Information Security events:,,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2,Reporting information security events,Incident Event & Communication Management
J.1.4.1,Loss of service (equipment or facility)?,No,,"Initially no, but there is a process to escalate to FactSet's Security Teams if a security related issue is suspect.",J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.f,Reporting information security events,Incident Event & Communication Management
J.1.4.2,System malfunction or overload?,No,,see J.1.4.1,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.g,Reporting information security events,Incident Event & Communication Management
J.1.4.3,Human error?,No,,see J.1.4.1,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.c,Reporting information security events,Incident Event & Communication Management
J.1.4.4,Non-compliance with policy or guidelines?,Yes,,Depends on the policy or guideline in question.,"J.5 Information Security / Information Technology Incident Management - Detection
L.2 Monitoring and Reporting – Compliance",16.1.2.d,Reporting information security events,Incident Event & Communication Management
J.1.4.5,Breach of physical security arrangement?,Yes,,,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.e,Reporting information security events,Incident Event & Communication Management
J.1.4.6,Uncontrolled system change?,No,,see J.1.4.1,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.f,Reporting information security events,Incident Event & Communication Management
J.1.4.7,Malfunction of software or hardware?,No,,see J.1.4.1,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.g,Reporting information security events,Incident Event & Communication Management
J.1.4.8,Access violation?,Yes,,Depends on scope,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.h,Reporting information security events,Incident Event & Communication Management
J.1.4.9,Physical asset loss or theft?,Yes,,Depends on scope,J.5 Information Security / Information Technology Incident Management - Detection,16.1.2.a,Reporting information security events,Incident Event & Communication Management
J.2,Is there a 24x7x365 staffed phone number available to clients to report security incidents?,Yes,5,The complete list of FactSet support numbers is listed at http://www.factset.com/services/supportnumbers_list.,"J. Incident Event and Comunications Management
P.8 Privacy Incident Notification and Response Management",15.1.1.h ,Information security policy for supplier relationships,Incident Event & Communication Management
J.2.1,Is there an email address or web form available for clients to report security incidents with a 2 hour response time?,Yes,,"FactSet’s Help Desk is available 24x7.  Critical issues are immediately escalated to appropriate teams.  FactSet uses every reasonable effort to meet our clients’ expectations for data delivery quality, consistency and performance. ",,,,Incident Event & Communication Management
K.1,"Is there an established Business Resiliency program that has been approved by management and communicated to appropriate constituents? If yes, does it include:",Yes,5,"FactSet maintains a Business Continuity Plan that covers situational disasters affecting corporate and employee interests as well as client-facing products. This plan provides a strategic focus toward remediating risks as well as a detailed response guideline for handling potential disaster events. The plan is exercised on a regular basis through the course of routine maintenance. Updates are made to this plan on an annual basis to accommodate changes made to FactSet’s services and infrastructure and to correct any deficiencies discovered during routine BCP exercises.  For details, please refer to FactSet's BCP Executive Summary document.",K.1 Business Resiliency Governance,5.2,Management Commitment,Business Resiliency
K.1.1,An individual program owner?,No,,Business continuity management roles are ingrained in various roles within FactSet.  The Security Committee meets regularly to discuss BCP and DR concerns and the overall plan.,K.1 Business Resiliency Governance,5.2,Management Commitment,Business Resiliency
K.1.2,"Is there a formal annual (or more frequent) executive management review of the Business Continuity program? If yes, does it include:",Yes,,,K.1 Business Resiliency Governance,9.3,Management Review,Business Resiliency
K.1.2.1,"Adequacy of resources including people, technology, facilities, and funding?",Yes,,,K.1 Business Resiliency Governance,9.3,Management Review,Business Resiliency
K.1.2.2,Reporting of key program activity and value metrics?,Yes,,,K.1 Business Resiliency Governance,9.3,Management Review,Business Resiliency
K.1.2.3,"Results of Business Continuity Program audits and reviews, including those of key suppliers and partners where appropriate?",Yes,,,K.6 Exercising,9.3,Management Review,Business Resiliency
K.1.2.4,Results of exercising and testing?,Yes,,,K.6 Exercising,9.3,Management Review,Business Resiliency
K.1.2.5,Lessons learned and actions arising from disruptive incidents?,Yes,,,K.6 Exercising,9.3,Management Review,Business Resiliency
K.1.3,Has senior management determined the desired competencies for the person(s) working within the Business Resiliency program? If yes:,Yes,,,K.1 Business Resiliency Governance,7.2,Competence,Business Resiliency
K.1.3.1,Have appropriate actions been taken to ensure that person(s) working under the Business Resiliency program have or acquire the desired competencies?,Yes,,,K.1 Business Resiliency Governance,7.2,Competence,Business Resiliency
K.1.4,"Have formal documentation and reference information relevant to the Business Resiliency program and procedures been created? If yes, are they:",Yes,,,K.1 Business Resiliency Governance,7.5,Documented information,Business Resiliency
K.1.4.1,Controlled to ensure its availability when and where it is needed?,Yes,,,K.1 Business Resiliency Governance,7.5.3,Control of documented information,Business Resiliency
K.1.4.2,Managed to assure control of changes and understanding of versions and changes?,Yes,,,K.1 Business Resiliency Governance,7.5.3,Control of documented information,Business Resiliency
K.1.5,"Do the products and/or services specified in the scope of this assessment fall within the scope of the Business Resiliency program? If yes, do they:",Yes,,,K.2 Business Impact Analysis,4.3.2,Scope of the BCMS,Business Resiliency
K.1.5.1,Include specific recovery objectives/requirements defined for those products and/or services?,Yes,,,K.2 Business Impact Analysis,4.3.2,Scope of the BCMS,Business Resiliency
K.2,"Has a Business Impact Analysis been conducted? If yes, does it include:",Yes,5,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.1,Validation and/or refresh at least annually?,Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.2,"Business Activity or Business Process Criticality (high, medium, low or numerical rating) that distinguishes the relative importance of each activity or process?",Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.3,"Identification of applications, data, equipment, facilities, personnel, supplies and paper documents necessary for recovery?",Yes,,,"K.2 Business Impact Analysis
K.3 Risk Assessment",,,Business Resiliency
K.2.4,Maximum Acceptable Outage / Maximum Tolerable Period of Disruption for each Business Activity or Business Process?,Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.5,"Recovery Time Objectives for all essential application systems, network service, and other resources?",Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.6,Recovery Point Objective for all essential application systems?,Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.7,Impact to clients/customers?,Yes,,,K.2 Business Impact Analysis,8.2.2,Business impact analysis,Business Resiliency
K.2.8,Capacity to address needs/expectations of all clients/customers?,Yes,,,K.2 Business Impact Analysis,,,Business Resiliency
K.2.9,Identification of the recovery requirements for information security and the continuity of information security management?,Yes,,,K.2 Business Impact Analysis,,,Business Resiliency
K.3,"Is there a formal process focused on identifying and addressing risks of disruptive incidents to the organization? If yes, does it include:",Yes,5,,K.3 Risk Assessment,8.2.3,Risk assessment,Business Resiliency
K.3.1,"Identifying risks associated with disruptions to systems, information, people, third parties, and facilities?",Yes,,,K.3 Risk Assessment,8.2.3,Risk assessment,Business Resiliency
K.3.2,Analysis of risks identified and determination of those requiring treatments?,Yes,,,K.3 Risk Assessment,8.2.3,Risk assessment,Business Resiliency
K.3.3,Taking action on approved treatments?,Yes,,,K.3 Risk Assessment,8.2.3,Risk assessment,Business Resiliency
K.4,"Are specific response and recovery strategies defined for the prioritized activities? If yes, do they address the unavailability of:",Yes,5,"Our normal BCP procedures would cover handling this situation. For instance, FactSet employees can work remotely from any location through the use of encrypted VPN tunnels. ",K.4 Business Activity level Recovery Planning,8.3.1,Determination and selection,Business Resiliency
K.4.1,Personnel (40% or more)?,Yes,,,K.4 Business Activity level Recovery Planning,8.3.2,Establishing resource requirements,Business Resiliency
K.4.2,Information and data?,Yes,,,K.4 Business Activity level Recovery Planning,8.3.2,Establishing resource requirements,Business Resiliency
K.4.3,Information and communication technology?,Yes,,,K.4 Business Activity level Recovery Planning,8.3.2,Establishing resource requirements,Business Resiliency
K.4.4,Work places/buildings?,Yes,,,K.4 Business Activity level Recovery Planning,8.3.2,Establishing resource requirements,Business Resiliency
K.4.5,Third party services (e.g. partners and suppliers)?,Yes,,,K.4 Business Activity level Recovery Planning,8.3.2,Establishing resource requirements,Business Resiliency
K.5,"Are formal business continuity procedures developed and documented? If yes, do they Include:",Yes,5,,K.4 Business Activity level Recovery Planning,8.4,Establish and implement business continuity procedures,Business Resiliency
K.5.1,Specific actions to be taken in response to a disruptive event?,Yes,,,K.4 Business Activity level Recovery Planning,8.4,Establish and implement business continuity procedures,Business Resiliency
K.5.2,"The continuity of Information security activities and processes (e.g. intrusion detection, vulnerability management, log collection)?",Yes,,,K.4 Business Activity level Recovery Planning,,,Business Resiliency
K.5.3,"The continuity of IT operations activities and processes (e.g. network operations, data center operations, help desk)?",Yes,,,K.4 Business Activity level Recovery Planning,,,Business Resiliency
K.6,"Has senior management assigned the responsibility for the overall management of the response and recovery efforts? If yes, does it include:",Yes,5,,K.1 Business Resiliency Governance,,,Business Resiliency
K.6.1,"Virtual or physical command center where management can meet, organize, and manage emergency operations in a secure setting?",Yes,,,K.1 Business Resiliency Governance,8.4.3,Warning and communication,Business Resiliency
K.6.2,"Conditions for activating the plan(s), and the associated roles and responsibilities?",Yes,,,K.1 Business Resiliency Governance,8.4.2,Incident response structure,Business Resiliency
K.6.3,Roles and responsibilities for those who invoke and execute the plan?,Yes,,,K.1 Business Resiliency Governance,8.4.4,Business continuity plans,Business Resiliency
K.6.4,Alternate and diverse means of communications in the event standard communication channels are unavailable?,Yes,,,K.1 Business Resiliency Governance,7.4,Communication,Business Resiliency
K.6.5,Notification and escalation to clients?,Yes,,,K.1 Business Resiliency Governance,8.4.2,Incident response structure,Business Resiliency
K.7,"Is there a periodic (at least annual) review of your Business Resiliency Program? If yes, does it include:",Yes,5,,K.6 Exercising,8.4.1,Establish and implement business continuity procedures,Business Resiliency
K.7.1,Updates to the procedures as necessary after the review?,Yes,,,"K.1 Business Resiliency Governance
K.6 Exercising",8.4.1,Establish and implement business continuity procedures,Business Resiliency
K.7.2,"Changes in business activities, dependencies and related recovery objectives?",Yes,,,K.1 Business Resiliency Governance,8.4.1,Establish and implement business continuity procedures,Business Resiliency
K.7.3,Changes in organizational structure and personnel changes?,Yes,,,K.1 Business Resiliency Governance,,,Business Resiliency
K.7.4,Emerging threats and identified new risks?,Yes,,,K.2 Business Impact Analysis,,,Business Resiliency
K.7.5,Warning and communication procedures and capabilities?,Yes,,,K.1 Business Resiliency Governance,8.4.3,Warning and communication,Business Resiliency
K.7.6,Updates from the inventory of IT and telecom assets?,Yes,,,K.1 Business Resiliency Governance,?,addressed by 2731,Business Resiliency
K.8,"Are there any dependencies on critical third party service providers? If so, have:",Yes,,"With the exception of third party data feeds and datacenter facility providers, no services delivered to clients or involving client data are outsourced to third parties.  Third parties do not have access to client data.  Third party feed providers are required to deliver feeds directly to both datacenters simultaneously to ensure these feeds are available.",K.2 Business Impact Analysis,"8.1

8.3
8.3.1
8.44","- Operational Planning and Control
- Business continuity strategy
- Determination and selection
- Business continuity plans",Business Resiliency
K.8.1,Contact information for key service provider personnel been documented?,Yes,,,"K.1 Business Resiliency Governance
K.2 Business Impact Analysis",,,Business Resiliency
K.8.1.1,Is the contact information reviewed and updated at least annually?,Yes,,,"K.1 Business Resiliency Governance
K.2 Business Impact Analysis",,,Business Resiliency
K.8.2,Notification and escalation protocols been established?,Yes,,,"K.1 Business Resiliency Governance
K.2 Business Impact Analysis",8.4.3,Warning and communication,Business Resiliency
K.8.3,Communication in the event of a disruption that impacts the delivery of their products and services?,Yes,,,"K.1 Business Resiliency Governance
K.2 Business Impact Analysis",7.4,Communication,Business Resiliency
K.8.4,Processes implemented to notify the service provider when their Business Resiliency Procedures are modified?,Yes,,,"K.1 Business Resiliency Governance
K.2 Business Impact Analysis",,,Business Resiliency
K.9,"Is there a formal, documented exercise and testing program in place? If yes, does it include:",Yes,5,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.1,"Specific IT Disaster Recovery exercises and tests that address the unavailability of specific resources? If yes, are disruptions of the following resources included:",Yes,,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.1.1,Production data center(s)?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.1.2,Data stores?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.1.3,Recovery supporting personnel (40% or more)?,Yes,,"FactSet’s corporate disaster recovery strategy includes a global call center with a distributed follow-the-sun model for phone support services. FactSet also mitigates the risk of single office disruption with reliable, secure VPN capabilities for employees.",K.6 Exercising,,,Business Resiliency
K.9.1.4,Network?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.2,"Specific business activity exercises and tests that address the unavailability of specific resources i.e., realistic scenarios? If yes, does it include:",Yes,,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.2.1,Information and communication technology?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.2.2,Network due to dedicated denial of service / cyber attacks?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.2.3,Work places/buildings?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.2.4,Personnel?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.2.5,Third party services (e.g. partners and suppliers)?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.3,"Are measurable recovery objectives defined for each exercise and test? If yes, do they include:",Yes,,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.3.1,"Recovery Time Objectives for all essential application systems, network services and other resources?",Yes,,,K.6 Exercising,,,Business Resiliency
K.9.3.2,Recovery Point Objective for all essential application systems?,Yes,,,K.6 Exercising,,,Business Resiliency
K.9.4,Are the recovery objective attainment results and the issues identified evaluated with improvement actions identified and acted upon?,Yes,,,K.6 Exercising,8.5,Exercising and testing,Business Resiliency
K.9.5,"Is there an annual schedule of planned Business Resiliency exercises and tests? If yes, do they include:",Yes,,,K.6 Exercising,,,Business Resiliency
K.9.5.1,Evacuation drills?,Yes,,,K.6 Exercising,,,Business Resiliency
